max_d,max_p,months_since,sizerank,state,city,growth_rate,pop2010,pop2014
"20090601T000000",199800,76,4749,KS,Spring Hill,9.32393,3121,3412
"20050401T000000",87500,26,2325,OH,Whitehall,2.24793,18150,18558
"20031101T000000",279500,9,3397,WI,Richfield,1.38901,11303,11460
"20070401T000000",296000,50,4118,NY,Wallkill,2.46563,27498,28176
"20060901T000000",121500,43,310,WI,Green Bay,2.01079,2039,2080
"20090701T000000",85500,77,2453,TX,Corsicana,0.625,23840,23989
"20080601T000000",122500,64,990,NY,Henrietta,1.81755,42860,43639
"20090201T000000",650100,73,4494,UT,Alpine,5.57524,9596,10131
"20060301T000000",487000,37,3207,NY,Babylon,0.206316,213750,214191
"20050501T000000",150900,27,2486,OH,Fairview Park,-1.88713,16798,16481
"20060101T000000",807500,36,4314,NY,Briarcliff Manor,1.84808,7846,7991
"20060101T000000",191100,36,1725,OH,Oxford,8.33333,996,1079
"20061201T000000",105700,46,4639,AL,Center Point,-0.921278,16933,16777
"20060601T000000",159800,40,2009,OH,Canfield,-1.66729,16134,15865
"20060201T000000",126400,37,4569,OH,Columbiana,-1.10938,6400,6329
"20071101T000000",100400,57,4842,TN,Alcoa,3.62259,8447,8753
"20061201T000000",108100,46,4600,OH,Cheviot,-0.513862,8368,8325
"20050901T000000",84400,32,2143,OH,Trotwood,-1.1694,24457,24171
"20090701T000000",703200,77,1881,UT,Park City,5.60944,7630,8058
"20071101T000000",148700,57,1138,TN,Gallatin,9.0805,30571,33347
"20090701T000000",83800,77,3121,TN,Lexington,2.4617,7637,7825
"20090701T000000",289800,77,4081,TX,Bulverde,6.06127,4570,4847
"20080601T000000",292900,64,3770,UT,North Salt Lake,16.689,16448,19193
"20090201T000000",182400,73,2797,WI,New Richmond,3.67937,8371,8679
"20060501T000000",252300,39,3400,WI,Middleton,6.06112,17604,18671
"20070901T000000",125300,55,4850,TN,New Market,1.49925,1334,1354
"20080501T000000",204200,63,4904,ID,Bonners Ferry,-2.35294,2550,2490
"20080901T000000",83600,68,640,NY,Utica,-1.44462,62231,61332
"20051201T000000",193000,34,663,OH,Medina,3.72664,8560,8879
"20090701T000000",132300,77,4548,MS,Byram,0.452017,11504,11556
"20080101T000000",245200,59,3038,OH,Bexley,3.49131,13061,13517
"20090601T000000",114400,76,3779,MS,Forest,0.754254,5701,5744
"20080801T000000",111900,66,1512,TN,Clinton,0.467337,9843,9889
"20060601T000000",246800,40,3826,OH,Willoughby Hills,-0.822525,9483,9405
"20070401T000000",118500,50,4469,AL,Columbiana,0.982742,4172,4213
"20060501T000000",589200,39,3463,NY,Somers,3.97225,20467,21280
"20080201T000000",95100,61,2018,OH,Riverside,-0.757005,25231,25040
"20090601T000000",75900,76,4203,MS,Crystal Springs,-1.49016,5033,4958
"20090301T000000",323400,73,3083,KY,Prospect,3.25081,4645,4796
"20060501T000000",317000,39,3467,OH,Galena,4.74732,653,684
"20060701T000000",138400,41,3114,OH,Wickliffe,-1.23999,12742,12584
"20071201T000000",274400,58,1504,TX,Keller,10.251,39840,43924
"20060201T000000",122400,37,1100,KY,Nicholasville,3.52962,28105,29097
"20070301T000000",174100,49,3047,OH,Middlefield,0.63197,2690,2707
"20071001T000000",227200,56,2714,AL,Trussville,3.34981,20031,20702
"20070601T000000",238600,52,366,ID,Meridian,16.0714,75594,87743
"20071201T000000",107900,58,625,TX,Baytown,5.44052,72199,76127
"20071001T000000",303700,56,2289,AL,Vestavia Hills,0.226158,34047,34124
"20061001T000000",95900,44,1268,OH,Alliance,-0.992812,22260,22039
"20050601T000000",144000,28,3175,OH,New Franklin,0.48513,14223,14292
"20071101T000000",117500,57,1493,TN,Oak Ridge,-0.0886495,29329,29303
"20070701T000000",127800,53,2237,MS,Brookhaven,-0.383448,12518,12470
"20080101T000000",48600,59,3451,NY,Ogdensburg,-1.84685,11100,10895
"20081101T000000",115200,70,4716,NY,Williamson,-1.93078,6992,6857
"20061101T000000",526300,45,1,NY,New York,3.65273,8191853,8491079
"20080101T000000",115200,59,2242,TN,Manchester,2.14173,10132,10349
"20080501T000000",192700,63,1173,UT,Roy,2.4201,36982,37877
"20071001T000000",73600,56,123,AL,Birmingham,0.0825191,212072,212247
"20030901T000000",643200,7,3490,NY,Mount Kisco,1.9372,10892,11103
"20070801T000000",248400,54,3354,NY,Malta,0.554391,14791,14873
"20060901T000000",530500,43,1454,NY,Port Chester,1.79298,29002,29522
"20051001T000000",1.3423e+06,32,2616,NY,Rye,1.85056,45986,46837
"20071101T000000",130200,57,1939,TX,Saginaw,8.97816,19915,21703
"20051101T000000",83100,34,3046,OH,Girard,-2.64694,9936,9673
"20070701T000000",525100,53,616,NY,Mount Vernon,1.621,67366,68458
"20060501T000000",147800,39,3861,OH,Mogadore,1.05559,2842,2872
"20090701T000000",111200,77,479,TX,Mission,5.54681,78099,82431
"20050301T000000",241000,25,1310,OH,Westlake,-0.81067,32689,32424
"20071101T000000",136200,57,45,TX,Arlington,4.62879,366251,383204
"20060801T000000",120500,42,4325,OH,Navarre,-1.17707,1954,1931
"20071101T000000",160800,57,2413,OH,Tallmadge,-0.185292,17270,17238
"20090601T000000",130600,76,841,MS,Columbus,-1.83262,23682,23248
"20070901T000000",254400,55,1034,AL,Hoover,3.89452,81191,84353
"20060301T000000",142200,37,2176,OH,Madison,5.09638,23605,24808
"20050801T000000",163400,30,1680,OH,Wadsworth,3.45644,4224,4370
"20060301T000000",277200,37,4194,OH,Highland Heights,0.347847,8337,8366
"20060301T000000",185900,37,2812,OH,Holland,-0.0587199,1703,1702
"20061201T000000",214900,46,4732,OH,North Bend,0.466744,857,861
"20070901T000000",229300,55,3227,NY,Queensbury,-0.778001,27892,27675
"20070201T000000",94100,49,1038,TX,Sherman,4.0074,38404,39943
"20090601T000000",161500,76,4185,MS,Flowood,8.45481,7889,8556
"20090301T000000",116100,73,2438,NY,Salina,-0.774228,33711,33450
"20060901T000000",286800,43,1184,NY,Saratoga Springs,3.19329,26587,27436
"20090501T000000",184100,75,4287,AL,Deatsville,0.17301,1156,1158
"20060601T000000",115400,40,4756,OH,Sheffield Lake,-0.821198,9133,9058
"20060301T000000",133200,37,3551,OH,Bedford Heights,-0.605214,10740,10675
"20090601T000000",138200,76,3410,MS,Poplarville,0.380886,2888,2899
"20071101T000000",169500,57,2141,WI,Grand Chute,5.63629,20918,22097
"20080301T000000",141000,61,4433,NY,Scotia,0.957433,7729,7803
"20080201T000000",265500,61,4844,NY,Wilton,2.67201,16205,16638
"20071101T000000",130300,57,4538,TX,Princeton,18.5725,6865,8140
"20060901T000000",96400,43,2423,TX,South Houston,3.02567,17021,17536
"20070901T000000",91900,55,1785,TX,Cleburne,0.208151,29786,29848
"20070101T000000",273100,48,4796,AL,Spanish Fort,12.4946,6939,7806
"20080501T000000",142400,63,4937,WI,Bloomer,1.32953,1053,1067
"20090501T000000",102100,75,705,TX,Texarkana,2.0534,36476,37225
"20090601T000000",168200,76,4959,TX,Selma,50.248,5646,8483
"20060101T000000",225200,36,4636,OH,Independence,0.168445,7124,7136
"20080601T000000",164900,64,3671,TN,Atoka,4.85858,8521,8935
"20060901T000000",280900,43,3077,NY,Hyde Park,-1.26494,21582,21309
"20090401T000000",95100,74,4985,NY,Verona,-0.317763,6294,6274
"20090201T000000",189700,73,3846,WI,Harrison,8.64446,3482,3783
"20070101T000000",168600,48,4419,AL,Loxley,5.50459,1635,1725
"20081101T000000",162400,70,2349,WI,Howard,8.88914,17437,18987
"20071001T000000",176500,56,323,NY,Albany,1.37037,304005,308171
"20060901T000000",177400,43,2269,AL,Foley,10.2416,14734,16243
"20061201T000000",249200,46,4720,NY,Walden,-1.84708,6984,6855
"20070301T000000",123300,49,938,OH,Cuyahoga Falls,-0.6982,49556,49210
"20061001T000000",459800,44,1481,NY,Ossining,1.33114,37712,38214
"20070301T000000",82200,49,1279,NY,Rome,-3.25974,33745,32645
"20070401T000000",167900,50,4186,OH,Huron,-0.420482,10702,10657
"20060601T000000",115400,40,2597,OH,Dover,3.00926,2160,2225
"20060301T000000",236600,37,1675,WI,Fitchburg,7.70695,25211,27154
"20090601T000000",108900,76,3466,KS,Haysville,2.49977,10841,11112
"20071201T000000",163500,58,1743,TX,Leander,28.0858,26679,34172
"20071201T000000",225100,58,1053,TX,Grapevine,9.06751,46617,50844
"20090601T000000",57000,76,4093,OH,Martins Ferry,-1.36074,6908,6814
"20090401T000000",71500,74,3564,TN,Brownsville,-3.04268,10287,9974
"20070701T000000",148900,53,2750,NY,New Hartford,0.0541419,1847,1848
"20070501T000000",169900,51,905,TN,Lebanon,11.894,26299,29427
"20060501T000000",135600,39,3272,OH,Vandalia,-0.857891,15270,15139
"20080301T000000",58100,61,835,NY,Niagara Falls,-1.85252,50148,49219
"20080701T000000",190100,65,1737,UT,South Salt Lake,4.46602,23690,24748
"20071201T000000",149700,58,880,TN,Smyrna,12.7706,40147,45274
"20060201T000000",98700,37,3867,OH,North College Hill,-0.308806,9391,9362
"20080401T000000",324400,62,4737,UT,Pleasant View,11.0449,8058,8948
"20070301T000000",130200,49,1994,WI,Beaver Dam,2.14974,16188,16536
"20070201T000000",200300,49,3549,OH,Macedonia,3.77308,11158,11579
"20060301T000000",277900,37,4390,OH,Wyoming,-0.0355872,8430,8427
"20070601T000000",213100,52,3128,WI,Somers,-0.740046,9594,9523
"20060801T000000",118300,42,1421,OH,Sidney,-1.31237,21183,20905
"20071201T000000",385000,58,833,UT,South Jordan,22.4923,51253,62781
"20090501T000000",149900,75,4476,KS,Mission,1.80006,9333,9501
"20070301T000000",57800,49,1367,NY,Jamestown,-2.16699,31103,30429
"20090501T000000",183100,75,4988,KS,Baldwin City,1.25883,4528,4585
"20060301T000000",211200,37,2114,OH,Avon Lake,2.62716,22610,23204
"20080101T000000",321700,59,360,UT,Sandy,3.84988,87769,91148
"20060801T000000",165900,42,3112,AL,Helena,5.15082,17007,17883
"20071201T000000",114700,58,883,TN,Columbia,3.74472,34769,36071
"20060801T000000",127400,42,3521,OH,Reading,-0.221644,10377,10354
"20090701T000000",107200,77,1897,TN,Dickson,2.18784,14672,14993
"20070101T000000",132100,48,4752,TX,Robinson,7.9017,10580,11416
"20090501T000000",152300,75,4674,KS,Bonner Springs,3.05635,7329,7553
"20060801T000000",103700,42,204,OH,Canton,0.405106,13083,13136
"20071101T000000",123400,57,8,TX,Dallas,6.6963,1200648,1281047
"20070401T000000",110100,50,436,TN,Cleveland,4.40522,41360,43182
"20070601T000000",90000,52,2832,TN,Martin,-1.30753,11472,11322
"20070801T000000",193200,54,4546,KY,Villa Hills,1.55908,7312,7426
"20060401T000000",252600,38,1681,NY,Bethlehem,3.07578,33650,34685
"20080101T000000",137100,59,3998,TX,Hewitt,4.03937,13616,14166
"20071001T000000",74500,56,4211,TN,Camden,-0.0279096,3583,3582
"20050401T000000",252500,26,2919,OH,Brecksville,-1.27538,13643,13469
"20070101T000000",203000,48,1020,OH,West Chester,2.11279,61104,62395
"20080201T000000",144500,61,4145,OH,Germantown,-0.685549,5543,5505
"20050701T000000",108900,29,3136,OH,Warrensville Heights,-1.7453,13522,13286
"20070201T000000",190400,49,2874,OH,Copley,1.27687,17308,17529
"20060401T000000",325800,38,3630,AL,Gulf Shores,7.97794,10153,10963
"20060401T000000",258200,38,1754,WI,Muskego,1.90811,24160,24621
"20060301T000000",84800,37,60,OH,Toledo,-2.08934,287028,281031
"20070901T000000",190900,55,3903,ID,Kuna,10.29,15413,16999
"20061201T000000",72800,46,4957,TN,Newbern,0.332025,3313,3324
"20071001T000000",106300,56,4993,TN,White Bluff,3.80062,3210,3332
"20090701T000000",148600,77,2729,MS,Florence,3.70906,4152,4306
"20090501T000000",70000,75,3476,TN,Savannah,0.901288,6990,7053
"20071001T000000",138000,56,2191,MS,Picayune,-1.34912,10896,10749
"20060401T000000",91100,38,1794,OH,Austintown,-1.75434,36652,36009
"20071101T000000",182200,57,2575,TX,Corinth,4.87743,19867,20836
"20071101T000000",79500,57,1356,TX,Denison,0.787575,22728,22907
"20090601T000000",119200,76,2567,AL,Clanton,1.10056,8632,8727
"20080701T000000",103100,65,1148,WI,Manitowoc,-0.462107,1082,1077
"20070801T000000",147000,54,4779,TN,Oakland,10.131,6643,7316
"20090701T000000",93000,77,2057,MS,Philadelphia,-0.96334,7474,7402
"20081101T000000",148300,70,830,NY,Troy,-0.307606,50064,49910
"20070801T000000",140400,54,729,NY,Schenectady,0.526727,154919,155735
"20061001T000000",851600,44,4893,NY,Irvington,2.36429,6429,6581
"20080301T000000",159900,61,1251,WI,Oak Creek,1.63825,34488,35053
"20080101T000000",155000,59,2484,TX,Kyle,15.5381,28459,32881
"20060901T000000",119300,43,3045,TX,Humble,3.0487,15154,15616
"20081101T000000",88600,70,4878,NY,East Rochester,1.36178,6609,6699
"20070401T000000",175000,50,4041,NY,Port Jervis,-2.2187,8834,8638
"20080701T000000",90700,65,3241,TN,Lafayette,9.41566,4535,4962
"20061101T000000",244600,45,3415,NY,Mamakating,-2.97703,12059,11700
"20061201T000000",79300,46,4402,TX,Galena Park,2.23157,10934,11178
"20060801T000000",360400,42,1015,NY,Patchogue,4.53162,11828,12364
"20090701T000000",164900,77,2054,KS,Gardner,7.71356,19187,20667
"20051101T000000",96100,34,2886,TX,Kaufman,7.09053,103871,111236
"20051201T000000",224100,34,4391,OH,Hinckley,3.48655,7658,7925
"20070201T000000",115200,49,1186,WI,Fond du Lac,12.438,3023,3399
"20060901T000000",126200,43,3527,OH,Springdale,-0.0356633,11216,11212
"20090501T000000",402800,75,4162,UT,Lindon,5.84345,10131,10723
"20071101T000000",259200,57,580,TX,Flower Mound,7.32722,64895,69650
"20080101T000000",198000,59,4336,TX,Liberty Hill,12.6609,932,1050
"20090701T000000",77600,77,4485,MS,Aberdeen,-2.89596,5594,5432
"20071101T000000",114000,57,3512,OH,Franklin,5.59863,1166107,1231393
"20070401T000000",125000,50,1441,TN,Cookeville,2.23825,30649,31335
"20050801T000000",186600,30,2403,OH,Northfield,-0.816771,3673,3643
"20070501T000000",247000,51,4441,WI,Trenton,-0.148715,4707,4700
"20031201T000000",91700,10,3129,WI,Two Rivers,-0.895857,1786,1770
"20090601T000000",92200,76,1352,NY,North Tonawanda,-1.96209,31548,30929
"20070401T000000",161100,50,3561,WI,Jefferson,2.18723,1143,1168
"20070201T000000",70000,49,1966,TN,Dyersburg,-1.72172,17134,16839
"20070301T000000",89800,49,15,TN,Memphis,0.653389,652597,656861
"20060201T000000",157300,37,1429,OH,North Olmsted,-1.62579,32661,32130
"20060401T000000",538600,38,1851,NY,Smithtown,0.441806,117925,118446
"20071201T000000",159300,58,940,TX,Bedford,3.89158,47076,48908
"20061101T000000",100600,45,2778,TN,Covington,-0.0997893,9019,9010
"20090401T000000",116600,74,2310,TN,Athens,0.826446,13552,13664
"20050401T000000",199900,26,1384,OH,North Royalton,-0.308997,30421,30327
"20070801T000000",175300,54,281,ID,Nampa,7.74652,81869,88211
"20060401T000000",144500,38,4334,OH,Port Clinton,-0.710509,6052,6009
"20080501T000000",124300,63,4512,TN,Woodbury,1.94175,2678,2730
"20051201T000000",1.1284e+06,34,3482,NY,Harrison,2.3189,27513,28151
"20070501T000000",274800,51,1041,TN,Collierville,6.52436,45675,48655
"20070801T000000",293200,54,2038,TN,Farragut,4.77824,20698,21687
"20071001T000000",152600,56,3543,WI,Reedsburg,2.8704,9267,9533
"20090301T000000",129200,73,4253,TN,Spring City,1.36226,1982,2009
"20051201T000000",118300,34,3068,OH,Bedford,-1.24113,564,557
"20050501T000000",203300,27,2200,OH,Twinsburg,1.31807,2883,2921
"20090701T000000",150200,77,3824,MS,Purvis,6.12431,2188,2322
"20030201T000000",56600,1,4141,NY,Hornell,-1.75357,8554,8404
"20061001T000000",508300,44,4032,NY,New Hyde Park,0.750565,9726,9799
"20080601T000000",154700,64,2718,WI,Portage,0.721666,69977,70482
"20071101T000000",140000,57,1215,TX,Hurst,3.51712,37417,38733
"20060401T000000",181200,38,1376,OH,Perrysburg,2.69621,20807,21368
"20071201T000000",123700,58,17,TX,El Paso,4.19841,651676,679036
"20071001T000000",183400,56,1712,TX,Harker Heights,5.85965,26947,28526
"20071101T000000",146900,57,2483,TX,Royse City,13.7585,9456,10757
"20080301T000000",132500,61,860,WI,Oshkosh,1.93783,2477,2525
"20080501T000000",129900,63,4801,NY,Clarkson,0.843694,6756,6813
"20061001T000000",98100,44,4859,OH,Minerva,-0.511165,3717,3698
"20080101T000000",216200,59,12,TX,Austin,11.8586,816022,912791
"20090701T000000",169900,77,278,TX,College Station,9.48033,94522,103483
"20071201T000000",164300,58,302,TX,Lewisville,7.39643,95803,102889
"20060701T000000",570200,41,1722,NY,Glen Cove,1.17795,26996,27314
"20071101T000000",84900,57,2639,TX,White Settlement,4.54799,16161,16896
"20060801T000000",167800,42,2457,ID,Jerome,2.34153,10933,11189
"20090501T000000",251000,75,2738,UT,American Fork,5.986,26562,28152
"20060901T000000",135800,43,4421,TX,Forney,18.9607,14741,17536
"20081101T000000",128200,70,1471,NY,Chili,0.28937,28683,28766
"20071101T000000",93900,57,1657,OH,Barberton,-0.911694,26544,26302
"20090401T000000",115900,74,3135,AL,Arab,2.22113,8104,8284
"20080501T000000",169300,63,4899,NY,Pendleton,2.32522,6408,6557
"20041201T000000",142200,22,2760,OH,Oregon,-0.707965,20340,20196
"20080801T000000",78800,66,2720,NY,Johnson City,-2.14422,15157,14832
"20070601T000000",73400,52,4797,NY,Ilion,-1.79238,8034,7890
"20060901T000000",97000,43,4808,OH,Newton Falls,-2.173,4786,4682
"20060901T000000",105200,43,92,TX,Laredo,6.44512,237032,252309
"20090601T000000",156300,76,1573,KS,Derby,3.4185,22466,23234
"20060601T000000",463200,40,3186,NY,Salisbury,-1.68884,1954,1921
"20080201T000000",251600,61,2828,UT,Eagle Mountain,17.9836,21692,25593
"20070501T000000",193600,51,4726,WI,Lake Mills,1.73494,2075,2111
"20090601T000000",122100,76,4972,TX,Pottsboro,2.40074,2166,2218
"20051201T000000",80700,34,2323,OH,Niles,-2.34034,19228,18778
"20060601T000000",177100,40,889,OH,Mentor,-0.583307,47145,46870
"20090701T000000",82200,77,3264,KY,Columbia,4.00682,4692,4880
"20081101T000000",89700,70,2194,NY,Cortland,-0.0365135,19171,19164
"20061001T000000",189600,44,3179,OH,Blue Ash,0.322048,12110,12149
"20061101T000000",164400,45,4223,OH,New Richmond,1.70147,2586,2630
"20071201T000000",168900,58,1260,TX,Wylie,10.0029,41738,45913
"20060101T000000",172800,36,994,OH,Brunswick,1.01883,34255,34604
"20060501T000000",481900,39,2256,NY,Massapequa Park,1.00975,17034,17206
"20080101T000000",189200,59,193,TX,Round Rock,11.8858,100767,112744
"20070901T000000",136300,55,3233,OH,Norton,0,4,4
"20060801T000000",143700,42,3275,OH,Canal Fulton,0.292131,5477,5493
"20080301T000000",144600,61,1591,NY,Vestal,0.73477,28036,28242
"20070401T000000",232600,50,2949,ID,Garden City,4.00729,10980,11420
"20060301T000000",220000,37,2189,OH,Broadview Heights,-0.619387,19374,19254
"20060501T000000",148600,39,954,OH,Grove City,7.82085,35725,38519
"20060301T000000",202400,37,88,WI,Madison,5.21423,233515,245691
"20050601T000000",115700,28,2198,OH,Norwood,1.12564,19189,19405
"20040201T000000",195100,13,1212,OH,Beavercreek,1.57444,52209,53031
"20070301T000000",286600,49,1905,OH,Hudson,0.803808,22269,22448
"20060501T000000",124300,39,2364,OH,Forest Park,0.0587858,18712,18723
"20090601T000000",98200,76,793,TN,Morristown,0.996037,29015,29304
"20061101T000000",116100,45,153,TX,Killeen,6.94938,129177,138154
"20070601T000000",134500,52,148,TX,Grand Prairie,5.3842,175978,185453
"20060901T000000",154800,43,4539,OH,Hartville,0.782579,2939,2962
"20070101T000000",188100,48,2106,AL,Daphne,11.8267,21815,24395
"20070501T000000",270100,51,1841,OH,Solon,-1.0506,23320,23075
"20061001T000000",153300,44,3023,OH,Amelia,2.32945,4808,4920
"20080701T000000",148900,65,2048,KY,Jeffersontown,1.15991,26640,26949
"20071101T000000",387300,57,1887,TX,Colleyville,8.9274,22907,24952
"20060601T000000",114700,40,643,OH,Elyria,-0.954269,54492,53972
"20090301T000000",98000,73,2547,TN,Pulaski,-2.85387,7849,7625
"20060401T000000",124800,38,606,WI,Racine,-0.144797,195446,195163
"20070101T000000",811300,48,3868,NY,Rye Brook,2.05106,9361,9553
"20070901T000000",134600,55,3727,NY,Farmington,6.38087,12130,12904
"20050601T000000",301500,28,2405,MA,Somerset,0.378933,18209,18278
"20080101T000000",199200,59,3350,CO,Delta,-1.56903,8859,8720
"20070201T000000",324600,49,863,OR,Tigard,5.38034,48194,50787
"20050901T000000",304800,32,3634,MA,Acushnet,1.03853,10303,10410
"20080101T000000",70900,59,3828,PA,Jeannette,-2.53007,9644,9400
"20070801T000000",174000,54,3917,PA,Lititz,0.277452,9371,9397
"20070701T000000",241000,53,1378,CT,Newington,0.376186,30570,30685
"20080101T000000",105900,59,1527,IN,Jeffersonville,2.81615,45168,46440
"20070601T000000",102900,52,2032,MO,Ferguson,-0.514272,21195,21086
"20070901T000000",386800,55,3491,CO,Monument,5.63636,6050,6391
