max_d,max_p,months_since,sizerank,state,city,growth_rate,pop2010,pop2014
"20070201T000000",248300,49,3581,PA,Wyomissing,0.0477692,10467,10472
"20070501T000000",269000,51,1647,GA,Peachtree City,1.59655,34512,35063
"20060601T000000",56900,40,3712,PA,Uniontown,-2.79146,10353,10064
"20060201T000000",214800,37,252,CO,Westminster,5.30222,106446,112090
"20051201T000000",189600,34,1340,CO,Northglenn,7.4858,35908,38596
"20080701T000000",243800,65,1072,PA,State College,0.149868,42037,42100
"20071101T000000",170100,57,3755,PA,Northampton,0.881125,298028,300654
"20051001T000000",483900,32,4765,MA,Stow,6.17452,6624,7033
"20060801T000000",110500,42,2703,IN,New Haven,5.09022,14852,15608
"20070601T000000",182700,52,433,GA,Acworth,6.65268,20503,21867
"20070501T000000",126200,51,225,GA,Savannah,5.39566,136962,144352
"20051001T000000",449800,32,1932,MA,Canton,4.13583,21616,22510
"20071201T000000",160800,58,1550,MO,Rolla,1.3891,19653,19926
"20070701T000000",186800,53,4872,PA,Prospect Park,0.449264,6455,6484
"20070501T000000",254400,51,3700,AZ,Parker,0.0327225,3056,3057
"20080501T000000",133400,63,3731,IN,Lagrange,3.06396,2611,2691
"20061101T000000",125500,45,805,GA,Riverdale,2.7408,15251,15669
"20070201T000000",262000,49,3293,AZ,Camp Verde,2.1165,10867,11097
"20050501T000000",295000,27,4342,MA,West Boylston,1.98238,7718,7871
"20051101T000000",259600,34,4062,VA,Strasburg,2.38839,6406,6559
"20060701T000000",357000,41,388,AZ,Flagstaff,4.0274,66122,68785
"20051001T000000",445100,32,1706,MA,Reading,2.98773,24768,25508
"20060101T000000",126300,36,3418,IN,Speedway,2.36001,11822,12101
"20080201T000000",158400,61,105,VA,Richmond,6.65684,204256,217853
"20070701T000000",234600,53,1835,PA,Lower Paxton,1.49651,47377,48086
"20070801T000000",95500,54,4868,GA,Nicholls,6.05381,3122,3311
"20050601T000000",584400,28,4044,MA,Southborough,1.76031,9771,9943
"20090701T000000",240900,77,4619,AZ,Page,1.54224,7327,7440
"20080801T000000",144000,66,3269,PA,Yeadon,0.619871,11454,11525
"20050601T000000",96400,28,583,IN,Kokomo,0.404538,56855,57085
"20060401T000000",241500,38,3198,PA,Upper Chichester,1.42704,16748,16987
"20060401T000000",312100,38,4264,MA,Charlton,2.43152,12996,13312
"20050301T000000",93300,25,972,IN,Richmond,-1.66436,36771,36159
"20061101T000000",97100,45,2262,GA,Forest Park,2.53788,18480,18949
"20090101T000000",78200,72,1704,PA,Hazleton,-1.56349,25328,24932
"20060901T000000",155700,43,2185,GA,Clarkston,3.7419,7563,7846
"20060201T000000",298300,37,170,AZ,Peoria,8.11227,154408,166934
"20080501T000000",636300,63,4249,PA,Upper Makefield,0.463811,8193,8231
"20080501T000000",139400,63,1083,IN,Merrillville,1.35811,34975,35450
"20050801T000000",97500,30,2130,IN,Bedford,-0.424993,13412,13355
"20060801T000000",111000,42,3283,IN,Kendallville,0.527758,9853,9905
"20060101T000000",354000,36,2600,MA,Abington,1.2186,16002,16197
"20070101T000000",217300,48,4750,PA,Ridley Park,0.41399,7005,7034
"20080501T000000",104600,63,3823,PA,Sunbury,-1.44751,9879,9736
"20060501T000000",267000,39,772,AZ,Lake Havasu City,0.883392,52638,53103
"20050601T000000",461700,28,1456,MA,North Andover,3.6826,28431,29478
"20050901T000000",410700,32,3319,MA,Rehoboth,2.58925,11625,11926
"20090501T000000",109500,75,2863,GA,Chickamauga,0.611326,3108,3127
"20090701T000000",110600,77,4138,MO,Centralia,3.36717,4039,4175
"20060401T000000",303400,38,1789,VA,Culpeper,5.01965,46816,49166
"20050301T000000",256200,25,4377,VT,Montpelier,-2.19304,7843,7671
"20061101T000000",288700,45,2292,PA,Limerick,3.56137,18111,18756
"20071201T000000",277900,58,653,IN,Carmel,8.7017,79743,86682
"20051201T000000",336500,34,2579,MA,Middleborough,4.11663,23150,24103
"20071201T000000",187500,58,448,GA,Woodstock,15.7989,24027,27823
"20060801T000000",44400,42,4819,PA,Clairton,-0.928793,6783,6720
"20060601T000000",436400,40,3728,PA,Worcester,5.73418,9766,10326
"20070501T000000",227200,51,1027,MA,Westfield,1.19908,41115,41608
"20050601T000000",94500,28,2809,IN,Huntington,-1.02305,20820,20607
"20051101T000000",554500,34,391,VA,Herndon,4.87336,23413,24554
"20050601T000000",162800,28,363,CO,Greeley,5.78629,93203,98596
"20070701T000000",125200,53,2768,PA,Greensburg,-2.06345,14878,14571
"20060801T000000",251800,42,914,AZ,Buckeye,16.0413,51249,59470
"20051201T000000",432600,34,2263,VA,Dumfries,3.94394,4995,5192
"20060701T000000",281600,41,4028,PA,Sellersville,-0.588651,4247,4222
"20060501T000000",228000,39,1036,MA,Fitchburg,0.0866122,40410,40445
"20080601T000000",689100,64,2125,PA,Radnor,-0.199727,31543,31480
"20051001T000000",632900,32,3008,MA,Wayland,4.02551,13017,13541
"20071101T000000",225400,57,137,CO,Fort Collins,8.28691,144505,156480
"20061001T000000",175200,44,483,PA,Bethlehem,1.46246,19351,19634
"20081001T000000",107300,68,4828,PA,West View,-0.768208,6769,6717
"20080201T000000",140700,61,4911,PA,Wilson,-0.898962,7898,7827
"20071101T000000",165700,57,2692,PA,Hanover,4.48035,10892,11380
"20070701T000000",112500,53,3127,GA,Rockmart,1.6933,4193,4264
"20060301T000000",102100,37,3942,WV,Vienna,-1.77625,10753,10562
"20060701T000000",188200,41,3722,CO,Federal Heights,5.81284,11509,12178
"20080201T000000",166800,61,3340,GA,Kingsland,2.83781,15963,16416
"20061201T000000",172200,46,376,GA,McDonough,3.72441,22178,23004
"20070901T000000",237700,55,4398,PA,West Lampeter,3.56085,15193,15734
"20060501T000000",293500,39,2376,VA,Stephens City,4.68665,1835,1921
"20080201T000000",289800,61,3735,CO,Rifle,1.86816,9314,9488
"20080601T000000",164100,64,1819,IN,Highland,-0.567376,1410,1402
"20071101T000000",118500,57,2067,GA,Jackson,1.79838,60777,61870
"20090701T000000",60300,77,2612,PA,Wilkinsburg,-0.709532,15926,15813
"20071101T000000",123300,57,4205,PA,Old Forge,-1.15496,8312,8216
"20050501T000000",353700,27,2897,MA,Dennis,-1.16877,14203,14037
"20071001T000000",107600,56,337,GA,Albany,-2.16538,77446,75769
"20080301T000000",134600,61,3912,IN,Nappanee,1.09907,6642,6715
"20080601T000000",240000,64,4244,GA,Chamblee,3.74759,15530,16112
"20071001T000000",77600,56,977,PA,York,1.19667,435543,440755
"20051201T000000",359700,34,4013,VT,Williston,5.82223,8708,9215
"20070701T000000",236000,53,4929,PA,Souderton,1.69006,6627,6739
"20071001T000000",135500,56,3054,PA,Coatesville,0.465542,13103,13164
"20060201T000000",69800,37,3658,MO,Moberly,-0.927247,14020,13890
"20070801T000000",402700,54,321,GA,Sandy Springs,8.02319,94339,101908
"20070601T000000",189000,52,1884,GA,Flowery Branch,11.7822,5712,6385
"20080601T000000",240300,64,1924,GA,Richmond Hill,19.776,9375,11229
"20070501T000000",688500,51,3680,MO,Town and Country,1.14275,10851,10975
"20051101T000000",228700,34,454,CO,Longmont,4.43493,86405,90237
"20050501T000000",140900,27,1790,MO,Gladstone,5.18053,25480,26800
"20080101T000000",91400,59,4270,PA,Carnegie,-0.715272,7969,7912
"20051201T000000",313800,34,3567,MA,Holbrook,1.9133,10819,11026
"20060101T000000",245400,36,1351,VT,Burlington,-0.478616,42414,42211
"20090601T000000",104200,76,237,MO,Independence,0.494372,116916,117494
"20071101T000000",136300,57,3592,PA,South Park,0.543762,13425,13498
"20051001T000000",291900,32,2831,MA,Fairhaven,0.950702,15883,16034
"20080201T000000",47200,61,4659,PA,Tamaqua,-2.80361,7098,6899
"20090501T000000",221700,75,2058,MO,Ozark,5.17193,17943,18871
"20070601T000000",113200,52,2388,MO,Overland,-0.442202,16056,15985
"20070501T000000",242500,51,4083,MO,Richmond Heights,-0.736153,8558,8495
"20060701T000000",98000,41,2890,MO,Mexico,1.33797,11510,11664
"20050501T000000",419900,27,669,MA,Waltham,3.5699,60842,63014
"20060301T000000",191300,37,1060,MA,Holyoke,0.541245,39908,40124
"20060901T000000",316200,43,3492,CO,Elizabeth,2.72459,1358,1395
"20061001T000000",100600,44,80,IN,Fort Wayne,1.85209,253821,258522
"20071201T000000",278200,58,3961,PA,Franklin Park,5.50873,13524,14269
"20070301T000000",226500,49,21,CO,Denver,10.0266,603365,663862
"20060501T000000",406700,39,3626,PA,Upper Providence,6.58297,21267,22667
"20070501T000000",113500,51,3302,PA,Lower Burrell,-1.91392,11756,11531
"20060901T000000",226900,43,4102,PA,Morrisville,-1.06602,8724,8631
"20051201T000000",740800,34,2956,VA,Clifton,4.24028,283,295
"20050601T000000",278000,28,4693,VT,Hartford,-1.08685,9937,9829
"20070301T000000",213900,49,1759,MO,Wentzville,14.5482,29605,33912
"20080901T000000",158000,68,3007,PA,Robinson,2.37009,13375,13692
"20051101T000000",123700,34,1459,IN,Franklin,3.52414,54680,56607
"20080801T000000",116400,66,2804,PA,Bloomsburg,-0.828283,14850,14727
"20060801T000000",354800,42,3369,PA,Upper Dublin,2.36608,25612,26218
"20030901T000000",90200,7,3881,MO,Aurora,-0.693148,7502,7450
"20080801T000000",116000,66,4156,GA,Garden City,2.20455,8800,8994
"20050901T000000",442300,32,1833,MA,Burlington,4.55545,24564,25683
"20070601T000000",82300,52,2530,MO,Jennings,0.0135731,14735,14737
"20051101T000000",130000,34,3774,IN,Greenfield,3.3071,20713,21398
"20070101T000000",113600,48,3203,IN,Mount Vernon,-1.51334,6674,6573
"20070501T000000",168900,51,1991,MO,Maryland Heights,-0.222093,27466,27405
"20070801T000000",266700,54,2763,PA,Telford,0.526316,2660,2674
"20070501T000000",209900,51,1213,MO,University City,-0.650729,35345,35115
"20060601T000000",164300,40,1227,MO,Arnold,1.924,20842,21243
"20090701T000000",156200,77,1678,WV,Morgantown,7.22592,28979,31073
"20071101T000000",174600,57,4599,PA,Glenolden,0.307606,7152,7174
"20080501T000000",160300,63,2527,GA,Leesburg,2.68595,2904,2982
"20070501T000000",244900,51,3563,MO,Ellisville,1.30282,9134,9253
"20070201T000000",136800,49,1286,GA,East Point,4.66893,33905,35488
"20071201T000000",174300,58,3480,MO,Bridgeton,2.044,11546,11782
"20080601T000000",169900,64,3941,IN,Bristol,3.06059,1601,1650
"20060301T000000",339700,37,100,AZ,Gilbert,14.1355,209643,239277
"20050601T000000",101500,28,4836,IN,Loogootee,-1.49254,2747,2706
"20060201T000000",480800,37,101,AZ,Scottsdale,5.95817,217550,230512
"20051201T000000",292200,34,2699,MA,Wareham,2.84655,21851,22473
"20081001T000000",119500,68,4602,AZ,Bisbee,-5.38324,5610,5308
"20060501T000000",556600,39,42,HI,Honolulu,3.70707,956336,991788
"20080701T000000",340100,65,4015,IN,Zionsville,9.15801,23575,25734
"20050601T000000",441900,28,272,MA,Cambridge,4.51527,104955,109694
"20080201T000000",143700,61,1361,GA,Calhoun,2.41164,15674,16052
"20061001T000000",265700,44,3050,MA,East Longmeadow,2.40727,15744,16123
"20070601T000000",164100,52,4296,MO,Maplewood,-0.69869,8015,7959
"20090701T000000",181200,77,4210,MO,Hillsboro,5.59245,2861,3021
"20061201T000000",227600,46,1410,GA,Dacula,11.5324,4457,4971
"20050801T000000",118800,30,1892,IN,Crawfordsville,0.464999,15914,15988
"20081201T000000",110500,70,3070,PA,Kingston,-0.371269,7003,6977
"20060901T000000",183800,43,862,AZ,Kingman,1.43182,28146,28549
"20060901T000000",287000,43,2620,AZ,Marana,14.9344,34705,39888
"20080201T000000",105000,61,2094,GA,Douglas,4.6229,132644,138776
"20050601T000000",346300,28,3897,MA,Freetown,2.42172,8878,9093
"20060201T000000",260600,37,3686,MA,Dudley,2.98013,11476,11818
"20071201T000000",141500,58,1113,GA,Winder,5.06685,14210,14930
"20060801T000000",254000,42,4522,PA,Hatboro,0.787188,7368,7426
"20051201T000000",211300,34,1170,CO,Brighton,8.36821,33926,36765
"20070701T000000",160100,53,34,MO,Kansas City,2.20319,460651,470800
"20051101T000000",393700,34,1731,MA,Dedham,2.66817,24811,25473
"20070201T000000",148000,49,1297,PA,Norristown,0.39887,34347,34484
"20070201T000000",186200,49,4853,AZ,Tolleson,5.88325,6544,6929
"20051201T000000",211300,34,1226,CO,Commerce City,12.0899,46179,51762
"20070501T000000",134000,51,4992,MO,Willard,3.04175,5293,5454
"20070501T000000",196600,51,77,VA,Norfolk,1.02287,242943,245428
"20070301T000000",282500,49,4710,MO,Cottleville,25.4693,3090,3877
"20050801T000000",140200,30,216,IN,Bloomington,3.36435,80610,83322
"20051001T000000",565100,32,431,VA,Leesburg,14.9786,43048,49496
"20060301T000000",235100,37,180,CO,Lakewood,4.53142,143156,149643
"20070701T000000",91500,53,3649,PA,Berwick,-0.0418585,2389,2388
"20061001T000000",151800,44,437,GA,Douglasville,4.8554,31017,32523
"20080701T000000",156400,65,1244,IN,Portage,0.191211,92568,92745
"20080901T000000",81300,68,54,PA,Pittsburgh,-0.0798283,305656,305412
"20050201T000000",92700,25,3730,IN,Alexandria,-1.49689,5144,5067
"20060501T000000",76200,39,885,WV,Parkersburg,-1.23689,31369,30981
"20060401T000000",165000,38,1765,MO,Liberty,3.90641,29234,30376
"20080801T000000",188800,66,3822,GA,Guyton,4.08043,1691,1760
"20060601T000000",250500,40,1275,AZ,Bullhead City,-0.457706,39545,39364
"20060501T000000",251300,39,74,AZ,Glendale,4.89783,226427,237517
"20050801T000000",432000,30,2316,MA,Westborough,2.61517,18278,18756
"20070501T000000",259100,51,736,PA,Bensalem,0,60420,60420
"20060601T000000",258800,40,2753,PA,Horsham,1.44391,26179,26557
"20070501T000000",143900,51,1149,GA,Austell,4.73834,6669,6985
"20080701T000000",148100,65,297,ND,Fargo,9.37385,105933,115863
"20080901T000000",131200,68,1254,GA,Tifton,2.00953,16372,16701
"20090601T000000",238200,76,4121,MO,Rogersville,7.43748,3079,3308
"20050601T000000",151100,28,477,IN,Greenwood,6.80321,51020,54491
"20070701T000000",158300,53,4532,PA,Mount Joy,8.45469,9888,10724
"20051001T000000",380600,32,1609,MA,Tewksbury,4.12222,29062,30260
"20071201T000000",133900,58,4275,PA,Pleasant Hills,0.157176,8271,8284
"20060101T000000",518700,36,245,VA,Falls Church,9.28009,12446,13601
"20050901T000000",104700,32,4837,IN,Edinburgh,1.22823,4478,4533
"20051101T000000",117400,34,1529,IN,Shelbyville,0.261602,19113,19163
"20051101T000000",257300,34,386,MA,Fall River,-0.146327,88842,88712
"20051201T000000",88600,34,3689,IN,Portland,0.0161212,6203,6204
"20040901T000000",89000,20,1554,IN,Logansport,-1.43857,18282,18019
"20061201T000000",153100,46,849,GA,Stockbridge,4.25018,26493,27619
"20051001T000000",332100,32,1071,MA,Salem,2.3616,41836,42824
"20061101T000000",117300,45,3116,GA,Adairsville,1.93632,4648,4738
"20071101T000000",128400,57,4866,PA,Folcroft,0.438928,6607,6636
"20080601T000000",162600,64,3281,IN,Cedar Lake,2.29548,11588,11854
"20070401T000000",276200,50,35,VA,Virginia Beach,2.71185,439073,450980
"20071001T000000",228400,56,2728,VA,Ashland,1.36948,7229,7328
"20070601T000000",224800,52,2520,PA,Lansdale,1.25906,16282,16487
"20080501T000000",102900,63,531,IN,Hammond,-0.986651,1723,1706
"20070601T000000",133800,52,1623,IN,Hobart,-2.38623,29335,28635
"20060401T000000",445900,38,1440,PA,Lower Makefield,0.396216,32558,32687
"20070501T000000",392900,51,1816,PA,Warrington,1.30995,23436,23743
"20050501T000000",129600,27,2842,IN,Jasper,1.74612,15062,15325
"20050701T000000",370600,29,2637,MA,Pembroke,1.84698,17867,18197
"20060101T000000",255800,36,1684,VA,Front Royal,3.94691,14467,15038
"20070501T000000",562800,51,2652,MO,Clayton,-0.351362,15938,15882
"20090701T000000",140300,77,2097,MO,De Soto,0.983146,6408,6471
"20090501T000000",120300,75,97,MO,Springfield,3.63134,159583,165378
"20050201T000000",188200,25,51,CO,Aurora,8.32298,325977,353108
"20060101T000000",280100,36,4584,MA,Westminster,2.48558,7282,7463
"20070401T000000",379400,50,4787,PA,Bedminster,5.76778,6623,7005
"20070601T000000",150900,52,165,MA,Springfield,0.257168,153596,153991
"20070401T000000",462300,50,1272,GA,Milton,11.4008,32910,36662
"20070701T000000",92900,53,1671,PA,Lebanon,1.96743,133728,136359
"20051201T000000",392800,34,4826,MA,Groveland,8.75058,6491,7059
"20050701T000000",406700,29,1619,MA,Gloucester,2.65775,28859,29626
"20050701T000000",399600,29,2060,MA,Dartmouth,0.119276,34374,34415
"20070301T000000",171500,49,955,MA,Pittsfield,-2.24603,44701,43697
"20070301T000000",82900,49,1000,PA,Penn Hills,-0.510337,42325,42109
"20051101T000000",536800,34,847,MA,Brookline,1.12141,58676,59334
"20080801T000000",171300,66,3496,IN,Chesterton,2.29736,13102,13403
"20080501T000000",90900,63,3277,IN,Lake Station,-3.073,12561,12175
"20051001T000000",469100,32,2040,MA,Westford,7.54417,22017,23678
"20070701T000000",253400,53,1108,CO,Littleton,6.3497,42002,44669
"20080301T000000",177800,61,1903,IN,Crown Point,2.69078,27873,28623
"20041201T000000",116500,22,1747,GA,Jesup,0.645856,10219,10285
"20070401T000000",353900,50,3844,MO,Sunset Hills,0.376692,8495,8527
"20050701T000000",376900,29,547,MA,Framingham,3.12527,68602,70746
"20051101T000000",567400,34,3289,MA,Lynnfield,9.00955,11621,12668
"20080401T000000",192400,62,3362,PA,East Pennsboro,3.50436,20660,21384
"20080701T000000",247400,65,3495,PA,Conshohocken,0.675848,7842,7895
"20061101T000000",141900,45,2963,MA,North Adams,-3.11956,13784,13354
"20051001T000000",422600,32,4784,MA,Littleton,5.06541,8943,9396
"20051001T000000",448300,32,4219,MA,Georgetown,3.923,8208,8530
"20061001T000000",133900,44,3503,GA,Gray,1.01196,3261,3294
"20051201T000000",245700,34,4115,MA,Monson,2.19472,8566,8754
"20080301T000000",203100,61,4337,PA,Camp Hill,0.0126727,7891,7892
"20060101T000000",89900,36,4647,IN,Winchester,-2.92693,4954,4809
"20061001T000000",135100,44,3391,GA,Union City,4.42718,19561,20427
"20071201T000000",204900,58,2876,PA,Phoenixville,0.771005,16472,16599
"20060801T000000",152400,42,2984,AZ,Coolidge,1.13486,12072,12209
"20071201T000000",134800,58,4805,AZ,Huachuca City,-4.41572,1857,1775
"20060101T000000",213500,36,2098,MA,Gardner,1.10626,20158,20381
"20080301T000000",216300,61,3372,NY,Schodack,2.57954,12793,13123
"20070901T000000",155400,55,1919,OH,Willoughby,0.75387,22285,22453
"20090701T000000",170500,77,3044,TX,Decatur,4.89823,6043,6339
"20070601T000000",90700,52,4683,NY,Arcadia,-2.17926,14225,13915
"20060101T000000",93400,36,2662,KY,Shively,2.32878,15287,15643
"20060201T000000",71800,37,2556,TN,Ripley,-1.97079,8423,8257
"20071101T000000",161600,57,3232,KY,Fort Thomas,0.721688,16212,16329
"20071001T000000",69800,56,2896,OH,Ashtabula,-2.20296,101409,99175
"20070501T000000",206100,51,4305,WI,Monona,3.79028,7572,7859
"20071101T000000",361100,57,1915,WI,Mequon,1.69132,23118,23509
"20070301T000000",226100,49,1700,NY,Middletown,-1.36947,28113,27728
"20090401T000000",66900,74,3435,MS,Yazoo City,-0.105467,11378,11366
"20090701T000000",99800,77,4175,NY,Niagara,-1.37687,216506,213525
"20071001T000000",92800,56,3395,NY,Oneida,-0.846465,234859,232871
"20071101T000000",94000,57,3936,TX,Ennis,1.31876,18578,18823
"20060401T000000",128300,38,3389,AL,Montevallo,4.54545,6314,6601
"20080201T000000",104700,61,3533,OH,West Carrollton,-1.06399,13158,13018
"20071101T000000",147300,57,712,TX,North Richland Hills,7.92308,63498,68529
"20071101T000000",165200,57,1081,TX,Rowlett,3.6504,56350,58407
"20060801T000000",96200,42,3597,TN,Mountain City,-2.2082,2536,2480
"20071001T000000",121300,56,1203,TX,Duncanville,2.85189,38606,39707
"20050701T000000",82600,29,126,OH,Akron,-0.548879,198951,197859
"20080801T000000",101100,66,2628,MS,Cleveland,0.738576,12321,12412
"20070401T000000",215700,50,121,ID,Boise,-2.77817,7019,6824
"20070201T000000",144200,49,4324,OH,Doylestown,0.819672,3050,3075
"20071101T000000",106100,57,2081,TN,East Ridge,1.50952,21000,21317
"20061101T000000",123900,45,3273,TN,Madisonville,3.18152,4589,4735
"20060101T000000",136900,36,901,OH,Lakewood,-2.1275,52033,50926
"20050601T000000",128200,28,2507,OH,Cortland,-1.83279,7093,6963
"20080201T000000",88100,61,3251,WI,Brown Deer,0.791205,12007,12102
"20060201T000000",537500,37,4591,NY,Philipstown,0.537857,9668,9720
"20060301T000000",109900,37,1210,OH,Boardman,-1.79862,40809,40075
"20070701T000000",187300,53,3406,NY,Moreau,4.29406,14718,15350
"20060601T000000",454500,40,3398,NY,Lake Grove,0.321285,11205,11241
"20070901T000000",272300,55,2117,AL,Homewood,2.57205,25155,25802
"20040301T000000",176500,13,4863,OH,Waterville,2.19771,11330,11579
"20060201T000000",703600,37,524,NY,New Rochelle,3.21556,77156,79637
"20060801T000000",120200,42,725,OH,Massillon,0.332639,32167,32274
"20070201T000000",186000,49,4736,KS,Louisburg,-0.0693642,4325,4322
"20060801T000000",484500,42,4833,NY,Malverne,0.504281,8527,8570
"20071101T000000",96600,57,450,TN,Jackson,0.564676,66941,67319
"20070301T000000",102600,49,1861,OH,Maple Heights,-1.58009,23100,22735
"20090701T000000",113500,77,540,TN,Kingsport,0.47749,52776,53028
"20080301T000000",188800,61,4880,WI,Buchanan,4.64635,6758,7072
"20060301T000000",130600,37,2136,TX,Benbrook,5.26341,21298,22419
"20071201T000000",183100,58,2380,TX,Sachse,15.6751,20472,23681
"20071001T000000",134700,56,1365,OH,Troy,7.57291,2126,2287
"20061001T000000",157100,44,4276,OH,Amherst,0.930928,12031,12143
"20090601T000000",156800,76,2602,TX,Lumberton,2.29312,12036,12312
"20080501T000000",65000,63,3270,NY,Fulton,-2.04356,11891,11648
"20061101T000000",380400,45,1589,NY,Riverhead,0.670601,33552,33777
"20090501T000000",229200,75,1822,UT,Springville,5.92513,29704,31464
"20070401T000000",163600,50,3041,OH,Grafton,0.247175,2832,2839
"20080801T000000",117200,66,160,KS,Topeka,0.653595,918,924
"20080601T000000",184400,64,2021,UT,Clearfield,0.960456,30194,30484
"20090701T000000",168100,77,620,MS,Brandon,4.70248,22116,23156
"20080201T000000",289900,61,2343,UT,Syracuse,8.71286,24504,26639
"20090701T000000",228200,77,150,KS,Overland Park,6.01595,174054,184525
"20060401T000000",71100,38,4634,OH,Newcomerstown,-0.523972,3817,3797
"20070601T000000",117000,52,2265,KY,Erlanger,2.75528,18147,18647
"20080901T000000",77100,68,176,NY,Syracuse,-0.656264,145216,144263
"20070701T000000",93700,53,4874,NY,Solvay,-1.9444,6583,6455
"20080101T000000",254000,59,900,UT,Murray,4.48349,46727,48822
"20090601T000000",113600,76,4617,TX,Ingleside,3.23444,9337,9639
"20060101T000000",626900,36,4523,NY,Northport,0.108064,7403,7411
"20070301T000000",134900,49,1318,TN,La Vergne,4.79743,32705,34274
"20070501T000000",1.1e+06,51,4733,NY,Lawrence,1.32983,6467,6553
"20080201T000000",270300,61,1089,UT,Bountiful,1.71617,42653,43385
"20070301T000000",272100,49,1021,NY,Clifton Park,0.649615,36791,37030
"20090701T000000",129800,77,3839,NY,Sullivan,0.32603,15336,15386
"20090701T000000",115800,77,91,TN,Knoxville,2.97674,178954,184281
"20080401T000000",90800,62,2844,OH,Hubbard,-2.09924,7860,7695
"20071101T000000",132100,57,2999,TX,Sanger,9.03744,6971,7601
"20050601T000000",137100,28,2481,OH,Berea,-0.851219,19149,18986
"20071001T000000",179400,56,1125,NY,Perinton,0.482405,46434,46658
"20081001T000000",109200,68,877,NY,Irondequoit,-0.385204,51661,51462
"20081101T000000",59200,70,102,NY,Rochester,-0.11749,210230,209983
"20071001T000000",103400,56,4817,AL,Hueytown,-1.76408,16099,15815
"20070801T000000",127200,54,724,OH,Lancaster,2.0069,38816,39595
"20040901T000000",69400,20,3568,TX,La Feria,0.370828,7281,7308
"20051101T000000",130200,34,423,OH,Parma,-1.78714,81471,80015
"20080501T000000",110200,63,3011,NY,Gates,0.676056,28400,28592
"20070101T000000",363300,48,2063,NY,Peekskill,1.88456,23613,24058
"20080801T000000",91500,66,2825,KY,Newport,-0.348837,15480,15426
"20070201T000000",149400,49,4056,TX,Red Oak,6.77011,10827,11560
"20080501T000000",105300,63,4087,TX,Bowie,0.668063,92656,93275
"20060401T000000",249300,38,2000,OH,Avon,4.94071,21252,22302
"20080201T000000",198600,61,4638,NY,North Greenbush,0.380984,12074,12120
"20080201T000000",240000,61,383,UT,Orem,3.51085,88668,91781
"20090501T000000",271100,75,124,UT,Salt Lake City,2.3386,186522,190884
"20080301T000000",201300,61,4444,UT,Riverdale,1.64439,8453,8592
"20081101T000000",211100,70,1355,AL,Madison,7.22778,43319,46450
"20071101T000000",127300,57,3978,AL,Leeds,1.19512,11798,11939
"20061001T000000",846800,44,2290,NY,Bronxville,1.40623,6329,6418
"20060801T000000",283100,42,2983,NY,Beacon,-2.70603,14634,14238
"20061001T000000",460700,44,656,NY,Valley Stream,0.619697,37599,37832
"20060501T000000",429000,39,3339,NY,Islip,0.273316,335875,336793
"20070101T000000",80700,48,3968,TX,Jacinto City,2.26112,10570,10809
"20070901T000000",138000,55,2684,NY,Ogden,1.52603,19921,20225
"20080801T000000",107700,66,4503,AL,Citronelle,-0.461184,3903,3885
"20071001T000000",784800,56,3848,NY,Sleepy Hollow,3.29893,9882,10208
"20050301T000000",123100,25,3462,OH,Orrville,0.882844,8382,8456
"20090701T000000",140400,77,3474,TX,Port Neches,-2.02028,13018,12755
"20050301T000000",137800,25,2276,OH,Eastlake,-1.3143,18565,18321
"20060801T000000",84100,42,3547,TX,Forest Hill,3.35218,12380,12795
"20061101T000000",171700,45,2420,OH,Centerville,-0.453713,24024,23915
"20060301T000000",128800,37,2084,OH,South Euclid,-1.75651,22260,21869
"20050601T000000",61900,28,1324,OH,Lima,-1.15723,38713,38265
"20060201T000000",173900,37,2610,OH,Middleburg Heights,-1.0802,15923,15751
"20080401T000000",147700,62,429,UT,Ogden,1.55373,83026,84316
"20060801T000000",225800,42,3511,OH,Worthington,5.92827,13579,14384
"20080301T000000",148500,61,2694,TX,Portland,5.76156,15048,15915
"20050501T000000",130200,27,1090,OH,Wooster,1.68582,26100,26540
"20060701T000000",193000,41,1714,NY,Kingston,0.900901,888,896
"20060301T000000",140700,37,922,OH,Cleveland Heights,-2.09967,46150,45181
"20080201T000000",289000,61,2995,UT,Centerville,9.37053,15378,16819
"20060201T000000",173400,37,3832,OH,Richmond Heights,-0.521327,10550,10495
"20060501T000000",134600,39,2899,OH,Willowick,-1.12923,14169,14009
"20071201T000000",154500,58,2848,TN,Kingston,-2.09732,5960,5835
"20080301T000000",161200,61,4133,UT,Washington Terrace,1.0349,9083,9177
"20060101T000000",82900,36,3260,TX,Bonham,-0.661728,10125,10058
"20060501T000000",153900,39,2435,OH,Harrison,5.40133,9942,10479
"20051101T000000",127800,34,3449,OH,Brooklyn,-1.82063,11150,10947
"20090701T000000",150300,77,4556,TX,Palmhurst,4.18623,2556,2663
"20060801T000000",234500,42,837,OH,Mason,2.29089,30905,31613
"20061101T000000",134300,45,2764,OH,Trenton,8.70748,2205,2397
"20090701T000000",205300,77,655,KS,Shawnee,3.6586,62319,64599
"20090701T000000",272600,77,4604,TN,Signal Mountain,2.82438,8285,8519
"20070901T000000",136000,55,471,WI,Eau Claire,2.57125,99018,101564
"20060201T000000",184700,37,3834,OH,Lebanon,1.59598,20113,20434
"20070301T000000",166500,49,2655,TN,Goodlettsville,6.45323,15961,16991
"20080301T000000",71600,61,2658,NY,Gloversville,-3.13241,15611,15122
